LFQ intensity 401#1	LFQ intensity 401#2	LFQ intensity 401#3	LFQ intensity 401#4	LFQ intensity WT#1	LFQ intensity WT#2	LFQ intensity WT#3	LFQ intensity WT#4	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Keywords	Length	N: MS/MS count	N: -Log Student's T-test p-value MT_WT	N: Student's T-test q-value MT_WT	N: Student's T-test Difference MT_WT	N: Student's T-test Test statistic MT_WT	Protein names	Gene Names	T: Protein IDs	T: Majority protein IDs	C: Only identified by site	C: Reverse	C: Potential contaminant	C: Student's T-test Significant MT_WT	C: Student's T-test significant	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	T: id	Entry Name	Organism
34.8759002685547	34.8060989379883	34.7100982666016	34.7380981445313	34.7470016479492	34.6183013916016	34.1980018615723	34.3330001831055	response to oxidative stress [GO:0006979]	cytoplasm [GO:0005737]	NADH-dependent peroxiredoxin activity [GO:0102039]	Antioxidant;Cytoplasm;Disulfide bond;Oxidoreductase;Peroxidase;Redox-active center	187	438	1.23978	0.171037	0.308463	1.27081	Alkyl hydroperoxide reductase C (EC 1.11.1.26) (Peroxiredoxin) (Thioredoxin peroxidase)	ahpC KPN_00650	A6T679	A6T679						16	16	16	72.2	72.2	72.2	20.763	0	291.16	2.25E+11	226	A6T679_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
32.2113990783691	32.2596015930176	32.0630989074707	32.0770988464355	32.0993003845215	31.8433990478516	32.0583000183105	31.8455009460449	response to reactive oxygen species [GO:0000302]		alkyl hydroperoxide reductase activity [GO:0008785];flavin adenine dinucleotide binding [GO:0050660];NAD binding [GO:0051287]	Disulfide bond;FAD;Flavoprotein;NAD;NADP;Oxidoreductase;Redox-active center	521	231	1.20205	0.282669	0.191189	0.980686	Alkyl hydroperoxide reductase subunit F	ahpF KPN_00651	A6T680	A6T680						22	22	22	47.6	47.6	47.6	56.018	0	323.31	37017000000	227	A6T680_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
30.1814002990723	30.4561004638672	30.0034008026123	29.9708995819092	30.777099609375	30.2255992889404	30.668399810791	30.2520008087158					142	105	0.926805	0.222656	-0.327836	-1.12631	UspA domain-containing protein	ybdQ KPN_00652	A6T681	A6T681						9	9	9	85.9	85.9	85.9	15.952	0	119.26	11044000000	228	A6T681_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
29.1070003509521	27.886100769043	28.7588996887207	28.4951000213623	28.3043003082275	28.4799003601074	28.1996002197266	28.460599899292	phosphorylation [GO:0016310];regulation of DNA-templated transcription elongation [GO:0032784]		DNA binding [GO:0003677];kinase activity [GO:0016301];RNA polymerase binding [GO:0070063]	Kinase;Transferase	140	27	0.319217	0.569549	0.200682	0.531853	Regulator of nucleoside diphosphate kinase	rnk KPN_00653	A6T682	A6T682						4	4	4	57.1	57.1	57.1	15.362	0	36.491	3216600000	229	A6T682_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
29.046199798584	29.015100479126	29.1550006866455	28.8931999206543	28.8194999694824	28.632999420166	28.6751003265381	28.801700592041	lipid A biosynthetic process [GO:0009245]	cell outer membrane [GO:0009279]	acyltransferase activity [GO:0016746]	Acyltransferase;Cell outer membrane;Membrane;Signal;Transferase	189	26	2.22679	0.0981958	0.29508	1.62131	Lipid A acyltransferase PagP (EC 2.3.1.251) (Lipid A acylation protein)	pagP crcA KPN78578_06440 KPN_00655	A6T684	A6T684						3	3	3	21.2	21.2	21.2	21.808	0	9.1975	4096200000	231	PAGP_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
32.905200958252	33.2088012695313	32.423999786377	32.3777008056641	33.6834983825684	33.747200012207	33.5693016052246	33.4546012878418		cytosol [GO:0005829]	DNA binding [GO:0003677]	Cytoplasm;DNA-binding	69	285	2.25453	0.0241584	-0.884759	-2.75807	Cold shock protein E	cspE KPN_00656	A6T685	A6T685				+	MT_WT	6	6	6	78.3	78.3	78.3	7.4493	0	124.15	85934000000	232	A6T685_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
27.130500793457	26.9514999389648	26.6352005004883	26.586799621582	26.5503997802734	26.93630027771	27.1837997436523	27.3409004211426	nitrogen compound metabolic process [GO:0006807]		hydrolase activity [GO:0016787]	Hydrolase	239	16	0.353018	0.562808	-0.176848	-0.541181	NAD(P)-binding amidase-type enzyme (C-N hydrolase family)	ybeM KPN_00658	A6T687	A6T687						2	2	2	16.7	16.7	16.7	25.969	0	3.6395	1038400000	233	A6T687_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
27.9472007751465	27.4846000671387	28.2497997283936	27.7742004394531	27.3609008789063	27.419900894165	27.9734001159668	27.4664993286133	protein transport by the Tat complex [GO:0043953]	TAT protein transport complex [GO:0033281]	protein transmembrane transporter activity [GO:0008320]	Cell inner membrane;Cell membrane;Membrane;Protein transport;Translocation;Transmembrane;Transmembrane helix;Transport	68	34	0.703186	0.296604	0.308796	0.951558	Probable Sec-independent protein translocase protein TatE	tatE KPN78578_06480 KPN_00659	A6T688	A6T688						4	4	4	48.5	48.5	48.5	7.2574	0	47.201	1846600000	234	TATE_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
32.5642013549805	32.8073997497559	32.3437004089355	32.3544006347656	32.0022010803223	31.8360004425049	31.8306999206543	31.7413005828857	protein lipoylation [GO:0009249]	cytoplasm [GO:0005737]	4 iron, 4 sulfur cluster binding [GO:0051539];lipoate synthase activity [GO:0016992];metal ion binding [GO:0046872]	4Fe-4S;Cytoplasm;Iron;Iron-sulfur;Metal-binding;S-adenosyl-L-methionine;Transferase	321	234	2.7997	0.019	0.664869	2.85262	Lipoyl synthase (EC 2.8.1.8) (Lip-syn) (LS) (Lipoate synthase) (Lipoic acid synthase) (Sulfur insertion protein LipA)	lipA KPN78578_06490 KPN_00660	A6T689	A6T689				+	MT_WT	18	18	18	60.7	60.7	60.7	36.09	0	174.25	41652000000	235	LIPA_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
27.2331008911133	27.2287006378174	27.9465007781982	27.1765995025635	27.108699798584	26.7222003936768	27.2394008636475	26.9009990692139	protein lipoylation [GO:0009249]	cytoplasm [GO:0005737]	lipoyl(octanoyl) transferase activity [GO:0033819]	Acyltransferase;Cytoplasm;Transferase	214	4	0.952772	0.186346	0.40339	1.23201	Octanoyltransferase (EC 2.3.1.181) (Lipoate-protein ligase B) (Lipoyl/octanoyl transferase) (Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase)	lipB KPN78578_06510 KPN_00662	A6T691	A6T691						2	2	2	11.7	11.7	11.7	24.025	0	5.3999	1314300000	236	LIPB_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
30.9435997009277	30.9563999176025	31.4867000579834	31.5645999908447	30.1151008605957	30.8920993804932	30.5823993682861	30.4349994659424					87	106	1.70325	0.0503784	0.731673	2.13101	UPF0250 protein KPN78578_06520	KPN78578_06520 KPN_00663	A6T692	A6T692						3	3	3	55.2	55.2	55.2	9.7851	0	38.215	17148000000	237	Y652_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
32.3908996582031	32.4243011474609	32.2818984985352	32.1712989807129	32.4813995361328	32.2061996459961	32.0824012756348	32.0885009765625	cell wall organization [GO:0071555];peptidoglycan biosynthetic process [GO:0009252];proteolysis [GO:0006508];regulation of cell shape [GO:0008360]		serine-type D-Ala-D-Ala carboxypeptidase activity [GO:0009002]	Carboxypeptidase;Cell shape;Cell wall biogenesis/degradation;Hydrolase;Peptidoglycan synthesis;Protease;Signal	399	246	0.413742	0.616997	0.102478	0.464414	serine-type D-Ala-D-Ala carboxypeptidase (EC 3.4.16.4)	dacA KPN_00664	A6T693	A6T693						22	22	21	53.9	53.9	53.9	43.927	0	219.79	42333000000	238	A6T693_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
30.2656002044678	29.668399810791	29.472900390625	28.9783992767334	28.7971000671387	28.577600479126	29.4776000976563	29.2073993682861	cell wall organization [GO:0071555];peptidoglycan metabolic process [GO:0000270]	plasma membrane [GO:0005886]	lytic endotransglycosylase activity [GO:0008932];peptidoglycan binding [GO:0042834]	Cell membrane;Cell wall biogenesis/degradation;Lipoprotein;Lyase;Membrane;Palmitate	382	61	0.877624	0.161089	0.581379	1.30569	Endolytic peptidoglycan transglycosylase RlpA (EC 4.2.2.-)	rlpA KPN_00665	A6T694	A6T694						9	9	9	28.3	28.3	28.3	39.1	0	42.476	5874900000	239	A6T694_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
27.6408996582031	27.2308006286621	27.5466003417969	26.9113998413086	27.3850002288818	27.9946994781494	28.588399887085	27.3850994110107		cytoplasm [GO:0005737]	rRNA (pseudouridine-N3-)-methyltransferase activity [GO:0070038]	Cytoplasm;Methyltransferase;rRNA processing;S-adenosyl-L-methionine;Transferase	155	6	0.747258	0.215342	-0.505904	-1.14044	Ribosomal RNA large subunit methyltransferase H (EC 2.1.1.177) (23S rRNA (pseudouridine1915-N3)-methyltransferase) (23S rRNA m3Psi1915 methyltransferase) (rRNA (pseudouridine-N3-)-methyltransferase RlmH)	rlmH KPN78578_06570 KPN_00668	A6T697	A6T697						4	4	4	39.4	39.4	39.4	17.446	0	7.6226	1729200000	241	RLMH_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
29.2682991027832	29.1704998016357	28.8314990997314	29.2800998687744	27.8544998168945	28.4848003387451	28.8817005157471	27.926399230957	cytosolic ribosome assembly [GO:0042256];negative regulation of ribosome biogenesis [GO:0090071];negative regulation of translation [GO:0017148]	cytoplasm [GO:0005737]		Cytoplasm;Repressor;Translation regulation	105	23	1.73679	0.0444417	0.850752	2.2626	Ribosomal silencing factor RsfS	ybeB rsfS KPN_00669	A6T698	A6T698				+	MT_WT	4	4	4	44.8	44.8	44.8	11.568	0	14.97	3928100000	242	A6T698_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
30.5622005462646	30.0466003417969	30.3546009063721	30.304500579834	30.2206001281738	30.2430000305176	30.6394004821777	30.5757007598877	Gram-negative-bacterium-type cell outer membrane assembly [GO:0043165]	cell outer membrane [GO:0009279]		Cell outer membrane;Lipoprotein;Membrane	190	89	0.279624	0.672957	-0.102684	-0.38985	LPS-assembly lipoprotein LptE	rlpB lptE KPN_00673	A6T6A2	A6T6A2						8	8	8	42.1	42.1	42.1	20.661	0	70.074	11518000000	243	A6T6A2_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
34.0129013061523	33.7408981323242	33.9536018371582	33.9034004211426	33.8291015625	33.7435989379883	33.7360992431641	33.6665000915527	leucyl-tRNA aminoacylation [GO:0006429]	cytoplasm [GO:0005737]	aminoacyl-tRNA editing activity [GO:0002161];ATP binding [GO:0005524];leucine-tRNA ligase activity [GO:0004823]	Aminoacyl-tRNA synthetase;ATP-binding;Cytoplasm;Ligase;Nucleotide-binding;Protein biosynthesis	860	698	1.2516	0.328484	0.158856	0.890868	Leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	leuS KPN78578_06630 KPN_00674	A6T6A3	A6T6A3						58	58	58	70.5	70.5	70.5	97.055	0	323.31	1.26E+11	244	SYL_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
27.4398002624512	27.9440002441406	28.5508003234863	29.42919921875	29.1525001525879	28.9529991149902	27.4500007629395	28.7441005706787					161	20	0.156001	0.709903	-0.233969	-0.340979	Alpha helical protein	ybeL KPN_00675	A6T6A4	A6T6A4						5	5	5	37.9	37.9	37.9	18.761	0	19.641	3393600000	245	A6T6A4_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
27.7028999328613	26.6942005157471	26.4561996459961	26.4179992675781	26.6352996826172	26.6298999786377	26.4587993621826	26.7229995727539	lipoprotein biosynthetic process [GO:0042158]	plasma membrane [GO:0005886]	N-acyltransferase activity [GO:0016410]	Acyltransferase;Cell inner membrane;Cell membrane;Membrane;Transferase;Transmembrane;Transmembrane helix	512	2	0.278851	0.59796	0.206047	0.493632	Apolipoprotein N-acyltransferase (ALP N-acyltransferase) (EC 2.3.1.269)	lnt KPN_00682	A6T6B1	A6T6B1						3	3	3	7.2	7.2	7.2	57.602	0	3.4024	964470000	246	A6T6B1_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
30.6040000915527	29.9319000244141	30.2588996887207	30.0116004943848	30.2702007293701	30.1940994262695	29.6951999664307	30.1777992248535			flavin adenine dinucleotide binding [GO:0050660]	CBS domain;Repeat	315	90	0.236996	0.677111	0.117239	0.376642	Integral membrane protein	ybeX KPN_00683	A6T6B2	A6T6B2						11	11	11	44.1	44.1	44.1	35.948	0	67.034	9963100000	247	A6T6B2_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
31.6331005096436	31.7283992767334	31.4981002807617	31.6693000793457	31.4472007751465	31.4069995880127	31.8281993865967	31.3843994140625			ATP binding [GO:0005524]	ATP-binding;Nucleotide-binding	348	157	0.448888	0.586614	0.115519	0.509863	ATP-binding protein in pho regulon	ybeZ KPN_00685	A6T6B4	A6T6B4						16	16	16	55.7	55.7	55.7	39.204	0	159.05	26419000000	248	A6T6B4_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
32.945499420166	32.7895011901855	32.9286994934082	32.6759986877441	32.3357009887695	32.3011016845703	32.0130996704102	32.2037010192871	tRNA modification [GO:0006400]	cytoplasm [GO:0005737]	4 iron, 4 sulfur cluster binding [GO:0051539];metal ion binding [GO:0046872];methylthiotransferase activity [GO:0035596]	4Fe-4S;Cytoplasm;Iron;Iron-sulfur;Metal-binding;S-adenosyl-L-methionine;Transferase;tRNA processing	474	229	3.18384	0.0150256	0.62152	2.99702	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase (EC 2.8.4.3) ((Dimethylallyl)adenosine tRNA methylthiotransferase MiaB) (tRNA-i(6)A37 methylthiotransferase)	miaB KPN78578_06750 KPN_00686	A6T6B5	A6T6B5				+	MT_WT	30	30	30	58.9	58.9	58.9	53.55	0	178.29	53679000000	249	MIAB_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
29.1289005279541	29.3101997375488	29.1156997680664	28.9027004241943	29.3314990997314	29.3582000732422	29.3202991485596	29.5993995666504	ubiquinone biosynthetic process [GO:0006744]		FAD binding [GO:0071949];oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]	FAD;Flavoprotein;Monooxygenase;NAD;Oxidoreductase	391	44	1.45256	0.158383	-0.287993	-1.32404	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	ubiF KPN_00687	A6T6B6	A6T6B6						10	10	10	31.7	31.7	31.7	42.7	0	43.783	5305600000	250	A6T6B6_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
30.2630004882813	30.1100006103516	30.0508003234863	29.9279003143311	30.0552997589111	30.0009002685547	29.6944007873535	29.6282997131348	asparagine biosynthetic process [GO:0006529];glutamine metabolic process [GO:0006541]		asparagine synthase (glutamine-hydrolyzing) activity [GO:0004066];ATP binding [GO:0005524]	Amino-acid biosynthesis;Asparagine biosynthesis;ATP-binding;Glutamine amidotransferase;Nucleotide-binding	554	74	0.974889	0.264317	0.243206	1.01758	Asparagine synthetase B	asnB KPN_00695	A6T6B7	A6T6B7						19	19	19	40.3	40.3	40.3	62.458	0	91.01	8898600000	251	A6T6B7_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
28.2199993133545	28.87380027771	28.8649005889893	28.8414993286133	28.8675003051758	28.9773006439209	29.361400604248	28.930700302124			metal ion binding [GO:0046872]	Metal-binding	250	54	0.86166	0.234781	-0.334177	-1.09151	N-acetylglucosamine metabolism	nagD KPN_00696	A6T6B8	A6T6B8						8	8	8	49.6	49.6	49.6	27.33	0	83.775	4343100000	252	A6T6B8_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
28.9827995300293	29.4953002929688	29.0554008483887	28.9563999176025	29.6023998260498	29.5363998413086	30.3484001159668	29.5739002227783	carbohydrate metabolic process [GO:0005975];N-acetylglucosamine metabolic process [GO:0006044]		metal ion binding [GO:0046872];N-acetylglucosamine-6-phosphate deacetylase activity [GO:0008448]	Carbohydrate metabolism;Hydrolase;Metal-binding	382	38	1.48921	0.0727469	-0.642788	-1.87322	N-acetylglucosamine-6-phosphate deacetylase	nagA KPN_00698	A6T6C0	A6T6C0						12	12	12	32.7	32.7	32.7	41.287	0	34.174	6151900000	254	A6T6C0_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
31	31.324499130249	30.9615993499756	31.2353000640869	31.6257991790771	31.3899002075195	30.989200592041	30.9990997314453	carbohydrate metabolic process [GO:0005975];N-acetylglucosamine metabolic process [GO:0006044];N-acetylneuraminate catabolic process [GO:0019262]		glucosamine-6-phosphate deaminase activity [GO:0004342]	Allosteric enzyme;Carbohydrate metabolism;Hydrolase	266	137	0.278907	0.655203	-0.120654	-0.415426	Glucosamine-6-phosphate deaminase (EC 3.5.99.6) (GlcN6P deaminase) (GNPDA) (Glucosamine-6-phosphate isomerase)	nagB KPN78578_06810 KPN_00699	A6T6C1	A6T6C1						11	11	11	56.8	56.8	56.8	29.684	0	81.964	20498000000	255	NAGB_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
28.5694999694824	28.5533008575439	29.0645999908447	28.576099395752	28.6373996734619	28.6541004180908	28.8764991760254	28.7646999359131	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401];phosphorylation [GO:0016310]	organelle inner membrane [GO:0019866];plasma membrane [GO:0005886]	kinase activity [GO:0016301];N-acetylglucosamine transmembrane transporter activity [GO:0015572];protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]	Cell membrane;Kinase;Membrane;Phosphotransferase system;Sugar transport;Transferase;Transmembrane;Transmembrane helix;Transport	651	36	0.115167	0.861879	-0.0423007	-0.170866	PTS family enzyme IIC/enzyme IIB/enzyme IIC	nagE KPN_00700	A6T6C2	A6T6C2						10	10	10	22.7	22.7	22.7	68.139	0	62.818	3521200000	256	A6T6C2_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
33.6646995544434	33.3731994628906	33.318000793457	33.1153984069824	33.5082015991211	33.6324996948242	32.8148994445801	33.1052017211914	glutaminyl-tRNA aminoacylation [GO:0006425];glutamyl-tRNA aminoacylation [GO:0006424]	cytoplasm [GO:0005737]	ATP binding [GO:0005524];glutamine-tRNA ligase activity [GO:0004819]	Aminoacyl-tRNA synthetase;ATP-binding;Cytoplasm;Ligase;Nucleotide-binding;Protein biosynthesis	555	408	0.18292	0.736649	0.102613	0.310635	Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS)	glnS KPN78578_06830 KPN_00701	A6T6C3	A6T6C3						36	36	36	58.4	58.4	58.4	63.611	0	323.31	89476000000	257	SYQ_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
30.6406002044678	30.5846004486084	30.5519008636475	30.5494995117188	30.5109004974365	30.1826992034912	30.8409996032715	30.1236991882324		cytoplasm [GO:0005737]	DNA binding [GO:0003677];DNA-binding transcription factor activity [GO:0003700];metal ion binding [GO:0046872]	Cytoplasm;DNA-binding;Iron;Metal-binding;Repressor;Transcription;Transcription regulation;Zinc	150	72	0.448647	0.516406	0.167051	0.600575	Ferric uptake regulation protein	fur KPN_00706	A6T6C8	A6T6C8						6	6	6	47.3	47.3	47.3	17.109	0	44.632	12400000000	258	A6T6C8_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
33.1113014221191	33.2916984558105	33.0774002075195	32.9952011108398	32.9743995666504	32.7426986694336	33.1049003601074	32.489200592041			electron transfer activity [GO:0009055];FMN binding [GO:0010181]	Electron transport;Flavoprotein;FMN;Transport	176	217	1.00477	0.224687	0.291087	1.11831	Flavodoxin	fldA KPN_00707	A6T6C9	A6T6C9						9	9	9	67.6	67.6	67.6	19.765	0	257.86	70480000000	259	A6T6C9_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
27.5678997039795	28.4827995300293	28.2103004455566	28.4349994659424	28.426399230957	28.7292003631592	28.8330993652344	28.0111999511719					257	21	0.540115	0.360326	-0.325984	-0.833779	Enzyme	ybfF KPN_00709	A6T6D1	A6T6D1						7	7	7	37.7	37.7	37.7	28.468	0	27.978	2857800000	260	A6T6D1_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
32.6703987121582	32.4516983032227	32.1355018615723	32.1071014404297	32.2187995910645	31.9365997314453	32.0343017578125	32.0756988525391	negative regulation of DNA-templated DNA replication initiation [GO:0032297];regulation of DNA-templated transcription [GO:0006355]	cytoplasm [GO:0005737]	sequence-specific DNA binding [GO:0043565]	Cytoplasm;DNA replication inhibitor;DNA-binding	182	129	0.956486	0.247445	0.274803	1.0652	Negative modulator of initiation of replication	seqA KPN_00710	A6T6D2	A6T6D2						13	13	13	74.2	74.2	74.2	20.368	0	124.75	41121000000	261	A6T6D2_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
35.0484008789063	35.1202011108398	34.9146003723145	34.7991981506348	34.7151985168457	34.6655006408691	34.6924018859863	34.5186996459961	carbohydrate metabolic process [GO:0005975]		magnesium ion binding [GO:0000287];phosphoglucomutase activity [GO:0004614]	Isomerase;Magnesium;Metal-binding;Phosphoprotein	546	708	2.0704	0.0931481	0.322633	1.65455	Phosphoglucomutase	pgm KPN_00711	A6T6D3	A6T6D3						38	38	38	67.9	67.9	67.9	58.39	0	323.31	2.53E+11	262	A6T6D3_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
23.9981994628906	24.7712993621826	NaN	24.9764003753662	24.1564998626709	23.9123001098633	25.7166004180908	25.7714996337891	cellular response to stimulus [GO:0051716];nucleobase-containing compound metabolic process [GO:0006139];response to stress [GO:0006950]		heterocyclic compound binding [GO:1901363];organic cyclic compound binding [GO:0097159]	Chromophore;FAD;Flavoprotein	480	8	0.186901	0.662233	-0.307284	-0.410343	Deoxyribodipyrimidine photolyase (Photoreactivation)	phrB KPN_00719	A6T6E1	A6T6E1						2	2	2	9	9	9	54.054	0	8.6381	212840000	264	A6T6E1_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
29.2182006835938	29.9283008575439	29.2068996429443	29.2276000976563	29.6590003967285	29.0928001403809	29.3854999542236	29.2133007049561	DNA damage response [GO:0006974]			DNA damage;DNA repair	247	43	0.097698	0.856385	0.0576391	0.176195	Nif3-like dinuclear metal center hexameric protein	ybgI KPN_00721	A6T6E3	A6T6E3						8	8	8	40.5	40.5	40.5	27.013	0	108.73	5705400000	265	A6T6E3_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
28.1455993652344	27.8020992279053	28.5377998352051	28.6784992218018	27.8360996246338	28.4862003326416	29.588399887085	28.7234992980957			ATP binding [GO:0005524];hydrolase activity [GO:0016787]	ATP-binding;Hydrolase;Nucleotide-binding	218	17	0.389687	0.449053	-0.367566	-0.701407	Carboxylase	ybgJ KPN_00722	A6T6E4	A6T6E4						7	7	7	48.2	48.2	48.2	24.372	0	33.27	3153700000	266	A6T6E4_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
28.1632995605469	28.3607006072998	28.5328006744385	28.4920997619629	28.1077003479004	27.9652004241943	28.2823009490967	28.2709007263184			ATP binding [GO:0005524];hydrolase activity [GO:0016787]	ATP-binding;Hydrolase;Nucleotide-binding	310	22	1.06831	0.259256	0.230677	1.03323	Carboxylase	ybgK KPN_00723	A6T6E5	A6T6E5						6	6	6	22.3	22.3	22.3	34.146	0	13.121	2686200000	267	A6T6E5_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
26.3139991760254	26.9221992492676	27.0727005004883	27.4937000274658	26.8994007110596	27.7735004425049	28.0324993133545	28.4547996520996	carbohydrate metabolic process [GO:0005975]		5-oxoprolinase (ATP-hydrolyzing) activity [GO:0017168];ATP binding [GO:0005524]	ATP-binding;Hydrolase;Nucleotide-binding	247	24	1.06487	0.100188	-0.839423	-1.6131	5-oxoprolinase subunit A (5-OPase subunit A) (EC 3.5.2.9) (5-oxoprolinase (ATP-hydrolyzing) subunit A)	pxpA KPN78578_07060 KPN_00724	A6T6E6	A6T6E6						5	5	5	30.4	30.4	30.4	26.42	0	41.65	1577600000	268	PXPA_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
31.9955005645752	31.5834007263184	31.6690998077393	31.6273994445801	31.9375991821289	31.790599822998	31.5942001342773	31.8052997589111	tricarboxylic acid cycle [GO:0006099]	cytoplasm [GO:0005737]	citrate (Si)-synthase activity [GO:0004108]	Transferase;Tricarboxylic acid cycle	427	211	0.213959	0.773701	-0.0630522	-0.275753	Citrate synthase	gltA KPN_00727	A6T6E9	A6T6E9						23	23	23	67.4	67.4	67.4	48.001	0	150.99	29767000000	269	A6T6E9_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
29.154899597168	29.2570991516113	29.1697006225586	29.3663005828857	30.0275993347168	29.9463996887207	30.3414993286133	29.7334003448486	electron transport chain [GO:0022900];tricarboxylic acid cycle [GO:0006099]	plasma membrane [GO:0005886]	flavin adenine dinucleotide binding [GO:0050660];fumarate reductase (menaquinone) [GO:0102040];succinate dehydrogenase (ubiquinone) activity [GO:0008177]	Cell inner membrane;Cell membrane;Electron transport;FAD;Flavoprotein;Membrane;Oxidoreductase;Transport;Tricarboxylic acid cycle	588	64	2.91414	0.0141449	-0.775225	-3.14843	Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)	sdhA KPN_00730	A6T6F2	A6T6F2				+	MT_WT	12	12	12	27.4	27.4	27.4	64.477	0	82.635	7133100000	270	A6T6F2_KLEP7	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)
